segment,start_station,end_station,line_proximity,line,pm1,pm25,pm5,pm10,filter_line,filter_ds,pm25_fraction,pm1_fraction
WG BG,Wood Green,Bounds Green,0,Piccadilly,0.134,0.193,0.216,0.239,5,1,0.8075313808,0.5606694561
WG BG,Wood Green,Bounds Green,0,Piccadilly,0.141,0.202,0.227,0.256,5,1,0.7890625,0.55078125
WG BG,Wood Green,Bounds Green,0,Piccadilly,0.14,0.201,0.226,0.25,5,1,0.804,0.56
WG BG,Wood Green,Bounds Green,0,Piccadilly,0.137,0.199,0.223,0.251,5,1,0.7928286853,0.5458167331
WG BG,Wood Green,Bounds Green,0,Piccadilly,0.136,0.193,0.217,0.245,5,1,0.787755102,0.5551020408
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.063,0.091,0.102,0.113,6,1,0.8053097345,0.5575221239
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.054,0.078,0.087,0.095,6,1,0.8210526316,0.5684210526
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.059,0.083,0.093,0.106,6,1,0.7830188679,0.5566037736
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.074,0.104,0.116,0.129,6,1,0.8062015504,0.5736434109
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.105,0.146,0.161,0.18,6,1,0.8111111111,0.5833333333
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.118,0.167,0.183,0.197,6,1,0.847715736,0.5989847716
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.115,0.163,0.182,0.194,6,1,0.8402061856,0.5927835052
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.121,0.171,0.189,0.21,6,1,0.8142857143,0.5761904762
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.117,0.166,0.184,0.196,6,1,0.8469387755,0.5969387755
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.119,0.165,0.184,0.205,6,1,0.8048780488,0.5804878049
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.117,0.165,0.181,0.201,6,1,0.8208955224,0.5820895522
SW CW,South Wimbledon,Colliers Wood,0,Northern,0.11,0.157,0.174,0.192,6,1,0.8177083333,0.5729166667
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.094,0.127,0.143,0.179,6,1,0.7094972067,0.5251396648
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.091,0.124,0.137,0.161,6,1,0.7701863354,0.5652173913
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.095,0.133,0.145,0.166,6,1,0.8012048193,0.5722891566
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.105,0.147,0.163,0.177,6,1,0.8305084746,0.593220339
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.113,0.158,0.174,0.188,6,1,0.8404255319,0.6010638298
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.114,0.164,0.178,0.195,6,1,0.841025641,0.5846153846
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.117,0.163,0.179,0.195,6,1,0.8358974359,0.6
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.12,0.17,0.187,0.205,6,1,0.8292682927,0.5853658537
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.13,0.183,0.204,0.219,6,1,0.8356164384,0.5936073059
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.127,0.179,0.198,0.216,6,1,0.8287037037,0.587962963
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.126,0.176,0.195,0.208,6,1,0.8461538462,0.6057692308
CW TB,Colliers Wood,Tooting Broadway,1,Northern,0.126,0.178,0.195,0.211,6,1,0.8436018957,0.5971563981
TB TB,Tooting Broadway,Totting Bec,2,Northern,0.135,0.186,0.205,0.219,6,1,0.8493150685,0.6164383562
TB TB,Tooting Broadway,Totting Bec,2,Northern,0.132,0.186,0.207,0.225,6,1,0.8266666667,0.5866666667
TB TB,Tooting Broadway,Totting Bec,2,Northern,0.132,0.189,0.208,0.227,6,1,0.8325991189,0.5814977974
TB TB,Tooting Broadway,Totting Bec,2,Northern,0.142,0.203,0.224,0.236,6,1,0.8601694915,0.6016949153
TB TB,Tooting Broadway,Totting Bec,2,Northern,0.147,0.208,0.227,0.243,6,1,0.8559670782,0.6049382716
TB TB,Tooting Broadway,Totting Bec,2,Northern,0.148,0.209,0.233,0.247,6,1,0.8461538462,0.5991902834
TB B,Totting Bec,Balham,3,Northern,0.151,0.215,0.237,0.251,6,1,0.8565737052,0.6015936255
TB B,Totting Bec,Balham,3,Northern,0.16,0.226,0.248,0.267,6,1,0.8464419476,0.5992509363
TB B,Totting Bec,Balham,3,Northern,0.163,0.232,0.259,0.279,6,1,0.8315412186,0.5842293907
TB B,Totting Bec,Balham,3,Northern,0.164,0.235,0.26,0.278,6,1,0.845323741,0.5899280576
TB B,Totting Bec,Balham,3,Northern,0.156,0.222,0.246,0.262,6,1,0.8473282443,0.5954198473
TB B,Totting Bec,Balham,3,Northern,0.155,0.222,0.246,0.261,6,1,0.8505747126,0.5938697318
TB B,Totting Bec,Balham,3,Northern,0.159,0.226,0.249,0.281,6,1,0.8042704626,0.5658362989
TB B,Totting Bec,Balham,3,Northern,0.16,0.228,0.252,0.278,6,1,0.8201438849,0.5755395683
TB B,Totting Bec,Balham,3,Northern,0.162,0.229,0.255,0.28,6,1,0.8178571429,0.5785714286
TB B,Totting Bec,Balham,3,Northern,0.168,0.24,0.268,0.292,6,1,0.8219178082,0.5753424658
TB B,Totting Bec,Balham,3,Northern,0.174,0.246,0.276,0.299,6,1,0.8227424749,0.5819397993
TB B,Totting Bec,Balham,3,Northern,0.161,0.231,0.256,0.275,6,1,0.84,0.5854545455
B CS,Balham,Clapham South,4,Northern,0.147,0.214,0.239,0.257,6,1,0.8326848249,0.5719844358
B CS,Balham,Clapham South,4,Northern,0.159,0.227,0.25,0.274,6,1,0.8284671533,0.5802919708
B CS,Balham,Clapham South,4,Northern,0.154,0.222,0.248,0.27,6,1,0.8222222222,0.5703703704
B CS,Balham,Clapham South,4,Northern,0.161,0.23,0.26,0.284,6,1,0.8098591549,0.5669014085
B CS,Balham,Clapham South,4,Northern,0.157,0.224,0.253,0.275,6,1,0.8145454545,0.5709090909
B CS,Balham,Clapham South,4,Northern,0.151,0.218,0.241,0.271,6,1,0.8044280443,0.557195572
B CS,Balham,Clapham South,4,Northern,0.144,0.208,0.234,0.256,6,1,0.8125,0.5625
B CS,Balham,Clapham South,4,Northern,0.132,0.192,0.216,0.237,6,1,0.8101265823,0.5569620253
B CS,Balham,Clapham South,4,Northern,0.115,0.165,0.186,0.207,6,1,0.7971014493,0.5555555556
B CS,Balham,Clapham South,4,Northern,0.111,0.158,0.177,0.201,6,1,0.7860696517,0.552238806
B CS,Balham,Clapham South,4,Northern,0.111,0.159,0.179,0.196,6,1,0.8112244898,0.5663265306
B CS,Balham,Clapham South,4,Northern,0.109,0.158,0.178,0.192,6,1,0.8229166667,0.5677083333
CS CC,Clapham South,Clapham Common,5,Northern,0.116,0.167,0.188,0.206,6,1,0.8106796117,0.5631067961
CS CC,Clapham South,Clapham Common,5,Northern,0.116,0.167,0.187,0.205,6,1,0.8146341463,0.5658536585
CS CC,Clapham South,Clapham Common,5,Northern,0.111,0.161,0.179,0.195,6,1,0.8256410256,0.5692307692
CS CC,Clapham South,Clapham Common,5,Northern,0.111,0.161,0.18,0.204,6,1,0.7892156863,0.5441176471
CS CC,Clapham South,Clapham Common,5,Northern,0.107,0.155,0.175,0.193,6,1,0.8031088083,0.5544041451
CS CC,Clapham South,Clapham Common,5,Northern,0.109,0.156,0.174,0.189,6,1,0.8253968254,0.5767195767
CS CC,Clapham South,Clapham Common,5,Northern,0.111,0.161,0.183,0.199,6,1,0.8090452261,0.5577889447
CS CC,Clapham South,Clapham Common,5,Northern,0.109,0.159,0.18,0.197,6,1,0.807106599,0.5532994924
CS CC,Clapham South,Clapham Common,5,Northern,0.116,0.169,0.192,0.212,6,1,0.7971698113,0.5471698113
CS CC,Clapham South,Clapham Common,5,Northern,0.123,0.176,0.196,0.214,6,1,0.8224299065,0.5747663551
CS CC,Clapham South,Clapham Common,5,Northern,0.122,0.175,0.196,0.219,6,1,0.799086758,0.5570776256
CS CC,Clapham South,Clapham Common,5,Northern,0.128,0.184,0.206,0.224,6,1,0.8214285714,0.5714285714
CS CC,Clapham South,Clapham Common,5,Northern,0.139,0.198,0.224,0.247,6,1,0.8016194332,0.5627530364
CS CC,Clapham South,Clapham Common,5,Northern,0.136,0.193,0.217,0.233,6,1,0.8283261803,0.5836909871
CS CC,Clapham South,Clapham Common,5,Northern,0.139,0.198,0.222,0.242,6,1,0.8181818182,0.5743801653
CS CC,Clapham South,Clapham Common,5,Northern,0.127,0.183,0.204,0.225,6,1,0.8133333333,0.5644444444
CS CC,Clapham South,Clapham Common,5,Northern,0.127,0.182,0.205,0.221,6,1,0.8235294118,0.5746606335
CS CC,Clapham South,Clapham Common,5,Northern,0.122,0.177,0.197,0.22,6,1,0.8045454545,0.5545454545
CC CN,Clapham Common,Clapham North,6,Northern,0.123,0.177,0.198,0.219,6,1,0.8082191781,0.5616438356
CC CN,Clapham Common,Clapham North,6,Northern,0.128,0.184,0.208,0.224,6,1,0.8214285714,0.5714285714
CC CN,Clapham Common,Clapham North,6,Northern,0.126,0.18,0.204,0.223,6,1,0.8071748879,0.5650224215
CC CN,Clapham Common,Clapham North,6,Northern,0.138,0.198,0.22,0.245,6,1,0.8081632653,0.5632653061
CC CN,Clapham Common,Clapham North,6,Northern,0.142,0.204,0.228,0.251,6,1,0.812749004,0.5657370518
CC CN,Clapham Common,Clapham North,6,Northern,0.146,0.21,0.233,0.259,6,1,0.8108108108,0.5637065637
CN S,Clapham North,Stockwell,7,Northern,0.141,0.203,0.227,0.249,6,1,0.8152610442,0.5662650602
CN S,Clapham North,Stockwell,7,Northern,0.135,0.195,0.218,0.243,6,1,0.8024691358,0.5555555556
CN S,Clapham North,Stockwell,7,Northern,0.108,0.158,0.176,0.195,6,1,0.8102564103,0.5538461538
CN S,Clapham North,Stockwell,7,Northern,0.091,0.133,0.151,0.164,6,1,0.8109756098,0.5548780488
CN S,Clapham North,Stockwell,7,Northern,0.101,0.145,0.164,0.18,6,1,0.8055555556,0.5611111111
CN S,Clapham North,Stockwell,7,Northern,0.104,0.149,0.167,0.186,6,1,0.8010752688,0.5591397849
S O,Stockwell,Oval,8,Northern,0.102,0.145,0.166,0.18,6,1,0.8055555556,0.5666666667
S O,Stockwell,Oval,8,Northern,0.095,0.137,0.153,0.172,6,1,0.7965116279,0.5523255814
S O,Stockwell,Oval,8,Northern,0.099,0.141,0.159,0.178,6,1,0.7921348315,0.5561797753
S O,Stockwell,Oval,8,Northern,0.105,0.149,0.168,0.19,6,1,0.7842105263,0.5526315789
S O,Stockwell,Oval,8,Northern,0.108,0.154,0.17,0.192,6,1,0.8020833333,0.5625
S O,Stockwell,Oval,8,Northern,0.157,0.213,0.24,0.285,6,1,0.7473684211,0.550877193
S O,Stockwell,Oval,8,Northern,0.15,0.207,0.231,0.28,6,1,0.7392857143,0.5357142857
S O,Stockwell,Oval,8,Northern,0.149,0.208,0.232,0.262,6,1,0.7938931298,0.5687022901
S O,Stockwell,Oval,8,Northern,0.158,0.226,0.257,0.298,6,1,0.7583892617,0.5302013423
S O,Stockwell,Oval,8,Northern,0.159,0.227,0.255,0.286,6,1,0.7937062937,0.5559440559
S O,Stockwell,Oval,8,Northern,0.157,0.225,0.255,0.301,6,1,0.7475083056,0.5215946844
S O,Stockwell,Oval,8,Northern,0.127,0.184,0.206,0.231,6,1,0.7965367965,0.5497835498
S O,Stockwell,Oval,8,Northern,0.154,0.22,0.249,0.286,6,1,0.7692307692,0.5384615385
S O,Stockwell,Oval,8,Northern,0.134,0.188,0.212,0.232,6,1,0.8103448276,0.5775862069
S O,Stockwell,Oval,8,Northern,0.144,0.203,0.229,0.26,6,1,0.7807692308,0.5538461538
S O,Stockwell,Oval,8,Northern,0.151,0.218,0.242,0.279,6,1,0.7813620072,0.541218638
S O,Stockwell,Oval,8,Northern,0.149,0.209,0.234,0.261,6,1,0.8007662835,0.5708812261
S O,Stockwell,Oval,8,Northern,0.148,0.209,0.233,0.256,6,1,0.81640625,0.578125
O K,Oval,Kennington,9,Northern,0.213,0.3,0.34,0.383,6,1,0.7832898172,0.5561357702
O K,Oval,Kennington,9,Northern,0.255,0.36,0.408,0.467,6,1,0.7708779443,0.5460385439
O K,Oval,Kennington,9,Northern,0.205,0.295,0.33,0.374,6,1,0.7887700535,0.5481283422
O K,Oval,Kennington,9,Northern,0.239,0.338,0.379,0.428,6,1,0.7897196262,0.558411215
O K,Oval,Kennington,9,Northern,0.213,0.303,0.341,0.387,6,1,0.7829457364,0.5503875969
O K,Oval,Kennington,9,Northern,0.214,0.3,0.335,0.375,6,1,0.8,0.5706666667
K EC,Kennington,Elephant & Castle,10,Northern,0.204,0.294,0.331,0.367,6,1,0.8010899183,0.5558583106
K EC,Kennington,Elephant & Castle,10,Northern,0.186,0.268,0.3,0.335,6,1,0.8,0.5552238806
K EC,Kennington,Elephant & Castle,10,Northern,0.18,0.256,0.285,0.326,6,1,0.7852760736,0.5521472393
K EC,Kennington,Elephant & Castle,10,Northern,0.206,0.289,0.325,0.371,6,1,0.7789757412,0.5552560647
K EC,Kennington,Elephant & Castle,10,Northern,0.183,0.26,0.29,0.32,6,1,0.8125,0.571875
K EC,Kennington,Elephant & Castle,10,Northern,0.186,0.263,0.295,0.329,6,1,0.7993920973,0.5653495441
K EC,Kennington,Elephant & Castle,10,Northern,0.247,0.345,0.387,0.426,6,1,0.8098591549,0.5798122066
K EC,Kennington,Elephant & Castle,10,Northern,0.223,0.318,0.355,0.398,6,1,0.7989949749,0.5603015075
K EC,Kennington,Elephant & Castle,10,Northern,0.241,0.342,0.384,0.431,6,1,0.7935034803,0.5591647332
K EC,Kennington,Elephant & Castle,10,Northern,0.229,0.319,0.36,0.409,6,1,0.7799511002,0.5599022005
K EC,Kennington,Elephant & Castle,10,Northern,0.262,0.375,0.419,0.469,6,1,0.7995735608,0.5586353945
K EC,Kennington,Elephant & Castle,10,Northern,0.262,0.37,0.412,0.46,6,1,0.8043478261,0.5695652174
K EC,Kennington,Elephant & Castle,10,Northern,0.282,0.397,0.446,0.498,6,1,0.797188755,0.5662650602
K EC,Kennington,Elephant & Castle,10,Northern,0.269,0.381,0.425,0.465,6,1,0.8193548387,0.5784946237
K EC,Kennington,Elephant & Castle,10,Northern,0.258,0.365,0.404,0.452,6,1,0.8075221239,0.5707964602
K EC,Kennington,Elephant & Castle,10,Northern,0.24,0.341,0.382,0.416,6,1,0.8197115385,0.5769230769
K EC,Kennington,Elephant & Castle,10,Northern,0.248,0.352,0.392,0.424,6,1,0.8301886792,0.5849056604
K EC,Kennington,Elephant & Castle,10,Northern,0.231,0.332,0.37,0.415,6,1,0.8,0.556626506
EC B,Elephant & Castle,Borough,11,Northern,0.231,0.328,0.366,0.4,6,1,0.82,0.5775
EC B,Elephant & Castle,Borough,11,Northern,0.239,0.337,0.376,0.422,6,1,0.7985781991,0.5663507109
EC B,Elephant & Castle,Borough,11,Northern,0.24,0.339,0.375,0.417,6,1,0.8129496403,0.5755395683
EC B,Elephant & Castle,Borough,11,Northern,0.25,0.354,0.397,0.436,6,1,0.8119266055,0.5733944954
EC B,Elephant & Castle,Borough,11,Northern,0.253,0.359,0.402,0.437,6,1,0.8215102975,0.5789473684
EC B,Elephant & Castle,Borough,11,Northern,0.242,0.345,0.386,0.434,6,1,0.7949308756,0.5576036866
EC B,Elephant & Castle,Borough,11,Northern,0.253,0.358,0.402,0.435,6,1,0.8229885057,0.5816091954
EC B,Elephant & Castle,Borough,11,Northern,0.245,0.346,0.386,0.417,6,1,0.829736211,0.587529976
EC B,Elephant & Castle,Borough,11,Northern,0.235,0.333,0.372,0.409,6,1,0.8141809291,0.5745721271
EC B,Elephant & Castle,Borough,11,Northern,0.228,0.323,0.36,0.398,6,1,0.8115577889,0.5728643216
EC B,Elephant & Castle,Borough,11,Northern,0.202,0.289,0.321,0.357,6,1,0.8095238095,0.5658263305
EC B,Elephant & Castle,Borough,11,Northern,0.22,0.308,0.341,0.383,6,1,0.8041775457,0.5744125326
B LB,Borough,London Bridge,10,Northern,0.227,0.32,0.357,0.387,6,1,0.826873385,0.5865633075
B LB,Borough,London Bridge,10,Northern,0.229,0.322,0.359,0.395,6,1,0.8151898734,0.5797468354
B LB,Borough,London Bridge,10,Northern,0.226,0.319,0.358,0.38,6,1,0.8394736842,0.5947368421
B LB,Borough,London Bridge,10,Northern,0.211,0.302,0.336,0.357,6,1,0.8459383754,0.5910364146
B LB,Borough,London Bridge,10,Northern,0.215,0.303,0.337,0.376,6,1,0.8058510638,0.5718085106
B LB,Borough,London Bridge,10,Northern,0.212,0.302,0.333,0.357,6,1,0.8459383754,0.593837535
B LB,Borough,London Bridge,10,Northern,0.203,0.29,0.321,0.343,6,1,0.8454810496,0.5918367347
B LB,Borough,London Bridge,10,Northern,0.182,0.259,0.289,0.324,6,1,0.799382716,0.5617283951
B LB,Borough,London Bridge,10,Northern,0.191,0.268,0.3,0.327,6,1,0.8195718654,0.5840978593
B LB,Borough,London Bridge,10,Northern,0.167,0.238,0.262,0.285,6,1,0.8350877193,0.5859649123
B LB,Borough,London Bridge,10,Northern,0.168,0.235,0.262,0.311,6,1,0.7556270096,0.540192926
B LB,Borough,London Bridge,10,Northern,0.156,0.22,0.245,0.274,6,1,0.802919708,0.5693430657
LB B,London Bridge,Bank,9,Northern,0.156,0.222,0.248,0.27,6,1,0.8222222222,0.5777777778
LB B,London Bridge,Bank,9,Northern,0.151,0.214,0.24,0.263,6,1,0.8136882129,0.5741444867
LB B,London Bridge,Bank,9,Northern,0.164,0.233,0.259,0.287,6,1,0.8118466899,0.5714285714
LB B,London Bridge,Bank,9,Northern,0.15,0.214,0.236,0.262,6,1,0.8167938931,0.572519084
LB B,London Bridge,Bank,9,Northern,0.161,0.228,0.253,0.271,6,1,0.8413284133,0.594095941
LB B,London Bridge,Bank,9,Northern,0.139,0.2,0.223,0.248,6,1,0.8064516129,0.560483871
B M,Bank,Moorgate,8,Northern,0.147,0.207,0.232,0.256,6,1,0.80859375,0.57421875
B M,Bank,Moorgate,8,Northern,0.152,0.212,0.235,0.257,6,1,0.8249027237,0.5914396887
B M,Bank,Moorgate,8,Northern,0.152,0.215,0.237,0.259,6,1,0.8301158301,0.5868725869
B M,Bank,Moorgate,8,Northern,0.147,0.21,0.235,0.26,6,1,0.8076923077,0.5653846154
B M,Bank,Moorgate,8,Northern,0.126,0.18,0.201,0.218,6,1,0.8256880734,0.5779816514
B M,Bank,Moorgate,8,Northern,0.148,0.207,0.23,0.257,6,1,0.8054474708,0.5758754864
B M,Bank,Moorgate,8,Northern,0.127,0.183,0.204,0.226,6,1,0.8097345133,0.5619469027
B M,Bank,Moorgate,8,Northern,0.13,0.184,0.202,0.227,6,1,0.8105726872,0.5726872247
B M,Bank,Moorgate,8,Northern,0.156,0.219,0.245,0.273,6,1,0.8021978022,0.5714285714
B M,Bank,Moorgate,8,Northern,0.158,0.222,0.25,0.279,6,1,0.7956989247,0.5663082437
B M,Bank,Moorgate,8,Northern,0.159,0.224,0.249,0.278,6,1,0.8057553957,0.571942446
B M,Bank,Moorgate,8,Northern,0.149,0.212,0.235,0.257,6,1,0.8249027237,0.579766537
M OS,Moorgate,Old Street,7,Northern,0.098,0.143,0.159,0.172,6,1,0.8313953488,0.5697674419
M OS,Moorgate,Old Street,7,Northern,0.14,0.197,0.22,0.239,6,1,0.8242677824,0.5857740586
M OS,Moorgate,Old Street,7,Northern,0.12,0.174,0.193,0.214,6,1,0.8130841121,0.5607476636
M OS,Moorgate,Old Street,7,Northern,0.106,0.149,0.164,0.182,6,1,0.8186813187,0.5824175824
M OS,Moorgate,Old Street,7,Northern,0.122,0.17,0.188,0.205,6,1,0.8292682927,0.5951219512
M OS,Moorgate,Old Street,7,Northern,0.132,0.185,0.206,0.226,6,1,0.8185840708,0.5840707965
M OS,Moorgate,Old Street,7,Northern,0.111,0.16,0.18,0.197,6,1,0.8121827411,0.5634517766
M OS,Moorgate,Old Street,7,Northern,0.122,0.171,0.19,0.215,6,1,0.7953488372,0.5674418605
M OS,Moorgate,Old Street,7,Northern,0.124,0.174,0.196,0.225,6,1,0.7733333333,0.5511111111
M OS,Moorgate,Old Street,7,Northern,0.114,0.159,0.177,0.2,6,1,0.795,0.57
M OS,Moorgate,Old Street,7,Northern,0.144,0.199,0.222,0.249,6,1,0.7991967871,0.578313253
M OS,Moorgate,Old Street,7,Northern,0.17,0.238,0.269,0.318,6,1,0.748427673,0.534591195
OS A,Old Street,Angel,6,Northern,0.155,0.221,0.252,0.297,6,1,0.7441077441,0.5218855219
OS A,Old Street,Angel,6,Northern,0.155,0.22,0.252,0.294,6,1,0.7482993197,0.5272108844
OS A,Old Street,Angel,6,Northern,0.117,0.167,0.188,0.219,6,1,0.7625570776,0.5342465753
OS A,Old Street,Angel,6,Northern,0.139,0.197,0.226,0.262,6,1,0.7519083969,0.5305343511
OS A,Old Street,Angel,6,Northern,0.129,0.186,0.208,0.242,6,1,0.7685950413,0.5330578512
OS A,Old Street,Angel,6,Northern,0.135,0.193,0.218,0.243,6,1,0.7942386831,0.5555555556
OS A,Old Street,Angel,6,Northern,0.158,0.223,0.25,0.28,6,1,0.7964285714,0.5642857143
OS A,Old Street,Angel,6,Northern,0.152,0.216,0.245,0.287,6,1,0.7526132404,0.5296167247
OS A,Old Street,Angel,6,Northern,0.139,0.198,0.223,0.262,6,1,0.7557251908,0.5305343511
OS A,Old Street,Angel,6,Northern,0.162,0.229,0.258,0.298,6,1,0.7684563758,0.5436241611
OS A,Old Street,Angel,6,Northern,0.152,0.216,0.25,0.301,6,1,0.7176079734,0.5049833887
OS A,Old Street,Angel,6,Northern,0.162,0.229,0.262,0.313,6,1,0.731629393,0.517571885
A KC,Angel,King's Cross St. Pancras,5,Northern,0.159,0.226,0.257,0.313,6,1,0.7220447284,0.5079872204
A KC,Angel,King's Cross St. Pancras,5,Northern,0.128,0.185,0.214,0.252,6,1,0.7341269841,0.5079365079
A KC,Angel,King's Cross St. Pancras,5,Northern,0.109,0.157,0.181,0.212,6,1,0.7405660377,0.5141509434
A KC,Angel,King's Cross St. Pancras,5,Northern,0.094,0.135,0.154,0.181,6,1,0.7458563536,0.5193370166
A KC,Angel,King's Cross St. Pancras,5,Northern,0.079,0.114,0.13,0.154,6,1,0.7402597403,0.512987013
A KC,Angel,King's Cross St. Pancras,5,Northern,0.074,0.105,0.122,0.137,6,1,0.7664233577,0.5401459854
A KC,Angel,King's Cross St. Pancras,5,Northern,0.07,0.099,0.114,0.131,6,1,0.7557251908,0.534351145
A KC,Angel,King's Cross St. Pancras,5,Northern,0.074,0.106,0.121,0.142,6,1,0.7464788732,0.5211267606
A KC,Angel,King's Cross St. Pancras,5,Northern,0.084,0.119,0.133,0.162,6,1,0.7345679012,0.5185185185
A KC,Angel,King's Cross St. Pancras,5,Northern,0.106,0.15,0.168,0.194,6,1,0.7731958763,0.5463917526
A KC,Angel,King's Cross St. Pancras,5,Northern,0.113,0.162,0.184,0.217,6,1,0.7465437788,0.5207373272
A KC,Angel,King's Cross St. Pancras,5,Northern,0.124,0.177,0.199,0.231,6,1,0.7662337662,0.5367965368
A KC,Angel,King's Cross St. Pancras,5,Northern,0.117,0.167,0.192,0.216,6,1,0.7731481481,0.5416666667
A KC,Angel,King's Cross St. Pancras,5,Northern,0.114,0.163,0.183,0.208,6,1,0.7836538462,0.5480769231
A KC,Angel,King's Cross St. Pancras,5,Northern,0.122,0.174,0.196,0.223,6,1,0.7802690583,0.5470852018
A KC,Angel,King's Cross St. Pancras,5,Northern,0.114,0.163,0.183,0.204,6,1,0.7990196078,0.5588235294
A KC,Angel,King's Cross St. Pancras,5,Northern,0.115,0.163,0.185,0.208,6,1,0.7836538462,0.5528846154
A KC,Angel,King's Cross St. Pancras,5,Northern,0.103,0.147,0.167,0.19,6,1,0.7736842105,0.5421052632
KC E,King's Cross St. Pancras,Euston,4,Northern,0.124,0.176,0.2,0.224,6,1,0.7857142857,0.5535714286
KC E,King's Cross St. Pancras,Euston,4,Northern,0.121,0.171,0.191,0.218,6,1,0.7844036697,0.5550458716
KC E,King's Cross St. Pancras,Euston,4,Northern,0.098,0.139,0.158,0.177,6,1,0.7853107345,0.5536723164
KC E,King's Cross St. Pancras,Euston,4,Northern,0.093,0.131,0.149,0.163,6,1,0.8036809816,0.5705521472
KC E,King's Cross St. Pancras,Euston,4,Northern,0.09,0.129,0.146,0.163,6,1,0.7914110429,0.5521472393
KC E,King's Cross St. Pancras,Euston,4,Northern,0.088,0.126,0.142,0.158,6,1,0.7974683544,0.5569620253
E CT,Euston,Camden Town,3,Northern,0.092,0.13,0.146,0.173,6,1,0.7514450867,0.5317919075
E CT,Euston,Camden Town,3,Northern,0.097,0.135,0.152,0.174,6,1,0.775862069,0.5574712644
E CT,Euston,Camden Town,3,Northern,0.087,0.125,0.14,0.155,6,1,0.8064516129,0.5612903226
E CT,Euston,Camden Town,3,Northern,0.1,0.139,0.157,0.184,6,1,0.7554347826,0.5434782609
E CT,Euston,Camden Town,3,Northern,0.105,0.146,0.163,0.193,6,1,0.7564766839,0.5440414508
E CT,Euston,Camden Town,3,Northern,0.113,0.16,0.178,0.204,6,1,0.7843137255,0.5539215686
E CT,Euston,Camden Town,3,Northern,0.12,0.169,0.19,0.211,6,1,0.8009478673,0.5687203791
E CT,Euston,Camden Town,3,Northern,0.112,0.16,0.18,0.202,6,1,0.7920792079,0.5544554455
E CT,Euston,Camden Town,3,Northern,0.105,0.147,0.164,0.184,6,1,0.7989130435,0.5706521739
E CT,Euston,Camden Town,3,Northern,0.097,0.136,0.152,0.168,6,1,0.8095238095,0.5773809524
E CT,Euston,Camden Town,3,Northern,0.126,0.173,0.191,0.212,6,1,0.8160377358,0.5943396226
E CT,Euston,Camden Town,3,Northern,0.119,0.165,0.186,0.219,6,1,0.7534246575,0.5433789954
E CT,Euston,Camden Town,3,Northern,0.135,0.188,0.208,0.234,6,1,0.8034188034,0.5769230769
E CT,Euston,Camden Town,3,Northern,0.13,0.183,0.205,0.221,6,1,0.8280542986,0.5882352941
E CT,Euston,Camden Town,3,Northern,0.12,0.168,0.189,0.207,6,1,0.8115942029,0.5797101449
E CT,Euston,Camden Town,3,Northern,0.127,0.178,0.199,0.224,6,1,0.7946428571,0.5669642857
E CT,Euston,Camden Town,3,Northern,0.131,0.184,0.204,0.224,6,1,0.8214285714,0.5848214286
E CT,Euston,Camden Town,3,Northern,0.14,0.195,0.217,0.238,6,1,0.8193277311,0.5882352941
E CT,Euston,Camden Town,3,Northern,0.141,0.198,0.222,0.242,6,1,0.8181818182,0.5826446281
E CT,Euston,Camden Town,3,Northern,0.126,0.176,0.196,0.217,6,1,0.8110599078,0.5806451613
E CT,Euston,Camden Town,3,Northern,0.143,0.2,0.223,0.248,6,1,0.8064516129,0.5766129032
E CT,Euston,Camden Town,3,Northern,0.125,0.177,0.198,0.222,6,1,0.7972972973,0.5630630631
E CT,Euston,Camden Town,3,Northern,0.146,0.205,0.227,0.254,6,1,0.8070866142,0.5748031496
E CT,Euston,Camden Town,3,Northern,0.157,0.208,0.229,0.277,6,1,0.7509025271,0.5667870036
CT CF,Camden Town,Chalk Farm,2,Northern,0.122,0.17,0.19,0.215,6,1,0.7906976744,0.5674418605
CT CF,Camden Town,Chalk Farm,2,Northern,0.122,0.171,0.191,0.219,6,1,0.7808219178,0.5570776256
CT CF,Camden Town,Chalk Farm,2,Northern,0.123,0.17,0.187,0.209,6,1,0.8133971292,0.5885167464
